curso;codigo;D_DENOMINA;D_ESPECIFICA;D_TIPO;D_DOMICILIO;D_LOCALIDAD;cod_municipio;D_MUNICIPIO;D_PROVINCIA;C_POSTAL;N_TELEFONO;Correo_e;N_LATITUD;N_LONGITUD;N_COUTMX;N_COUTMY;Regimen_general;Regimen_adultos;Regimen_especial;pub_adh_inf1;pub_noadh_inf1;priv_adh_inf1;priv_noadh_inf1;pub_inf2;priv_c_inf2;priv_noc_inf2;pub_pri;priv_c_pri;priv_noc_pri;pub_eso;priv_c_eso;priv_noc_eso;pub_bach_ord;priv_c_bach_ord;priv_noc_bach_ord;pub_bach_adul;pub_bach_semi_dist;pub_fpbasica;priv_c_fpbas;priv_noc_fpbas;pub_fpgm_ord;priv_c_fpgm_ord;priv_noc_fpgm_ord;pub_fpgm_adul;pub_fpgm_semi_dist;priv_noc_fpgm_semi_dist;pub_fpgs_ord;priv_c_fpgs_ord;priv_noc_fpgs_ord;pub_fpgs_adul;priv_noc_fpgs_adul;pub_fpgs_semi_dist;priv_noc_fpgs_semi_dist;pub_ce_gm;pri_noc_ce_gm;pub_ce_gs;pri_noc_ce_gs;pub_ee;priv_c_ee;priv_noc_ee;pub_ccff_gm_apd;priv_ccff_gm_apd;pub_ccff_gs_apd;priv_ccff_gs_apd;pub_ESD;priv_ESD;priv_Master_EA;pub_Dra;priv_Dra;pub_Ens_Mus;priv_Ens_Mus;pub_Ens_Dan;priv_Ens_Dan;pub_Ens_no_reg_mus;priv_Ens_no_reg_mus;pub_Ens_no_reg_dan;priv_Ens_no_reg_dan;pub_idi;pub_idi_libre;pub_Ens_no_reg_idi;pub_Dep_gm;priv_Dep_gm;pub_Dep_gs;priv_Dep_gs;pub_Adul_formal;pub_planes
22;18013976;Escuela Infantil;El Almendro Mágico;Público;C/ Londres, s/n;Iznalloz;18105;Iznalloz;Granada;18550;637373147;18013976.edu@juntadeandalucia.es;37,39476073430352;-3,520495891571045;453928,6715;4138793,013;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18013988;Centro de Educación Infantil;Los Pekes de Ika;Privado;C/ Orquideas, locales 3 y 5. Edif. Turquesa. Urb. Villasol;Maracena;18127;Maracena;Granada;18200;858994410;18013988.edu@juntadeandalucia.es;37,21173782512191;-3,626840114593506;444380,9653;4118545,558;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014014;Centro de Educación Infantil;Pecosetes;Privado;Cmo. del Lorador, 20;Huétor Vega;18101;Huétor Vega;Granada;18198;958304747;info@pecosetes.es;37,155042947050475;-3,5689419507980347;449480,525;4112223,51;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014026;Escuela Infantil;Nacimiento;Público;Avda. Gregorio Fernández, s/n;Deifontes;18066;Deifontes;Granada;18570;673070548;18014026.edu@juntadeandalucia.es;37,3274516125;-3,5943287;447346,3473;4131364,244;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014038;Escuela Infantil;La Rábita;Público;C/ La Torre, s/n;La Rábita;18006;Albuñol;Granada;18760;673705250;18014038.edu@juntadeandalucia.es;36,74971440279781;-3,1724299720749513;484607,7131;4067121,82;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014051;Centro de Educación Infantil;Virgen de la Cabeza;Privado;C/ Yeseras, s/n;Benamaurel;18029;Benamaurel;Granada;18817;609928064;18014051.edu@juntadeandalucia.es;37,60704115117192;-2,7042192220687866;526106,7488;4162258;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014063;Centro autorizado de enseñanzas artísticas elementales de música;Internacional de Granada;Privado;Urb. Cañadas del Parque, s/n;Dílar;18068;Dílar;Granada;18152;958507402;;37,067026276353325;-3,5942459106445312;447172,521;4102472,983;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014087;Escuela Infantil;El Bosque de Tello;Público;C/ Caño de la Eras, 10;Lanjarón;18116;Lanjarón;Granada;18420;958771382;escuelainfantil@lanjaron .es;36,91883854149201;-3,4798663857707197;457257,898;4085976,444;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014099;Escuela Infantil;El Bosque de Darwin;Público;Avda. Los Claveles, s/n;Maracena;18127;Maracena;Granada;18200;958415807;18014099.edu@juntadeandalucia.es;37,210419036924954;-3,6403839351367484;443178,2303;4118407,29;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014105;Centro de Educación Infantil;Patosos;Privado;C/ Doctor Laureano Vázquez, 4, locales 7 y 8;Albolote;18003;Albolote;Granada;18220;640337201;ceipatosos@gmail.com;37,229321554814;-3,65242207042523;442124,5089;4120511,611;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014117;Centro de Educación Infantil;Pasito a Pasito;Privado;C/ Virgen del Monte, 13. Local 7;Granada;18087;Granada;Granada;18015;697609482;c.i.pasitoapasito@gmail.com;37,1906916040107;-3,62822440852;444242,6575;4116211,528;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014129;Escuela Infantil;Asunción Linares;Público;C/ Ojos del Salado, s/n;Granada;18087;Granada;Granada;18008;958178056;info@escuelainfantilasuncionlinares.com;37,15884587574814;-3,5752880573272705;448919,573;4112648,797;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014130;Escuela Infantil;Órgiva;Público;Urb. Las Cabreras, s/n;Órgiva;18147;Órgiva;Granada;18400;958784949;18014130.edu@juntadeandalucia.es;36,89878237556162;-3,4208886325538063;462501,3091;4083726,761;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014154;Centro de Educación Infantil;Loma Verde;Privado;Avda. de las Acacias, s/n. Urbanización Loma Verde;Albolote;18003;Albolote;Granada;18220;958537329;mturrix@hotmail.com;37,2468858902843;-3,65393927584295;442003,3767;4122461,121;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014166;Centro de Educación Infantil;Alborada;Privado;C/ Blas Infante, 9;Alfacar;18011;Alfacar;Granada;18170;958543890;18014166.edu@juntadeandalucia.es;37,23990929849963;-3,566111052306951;449788,1393;4121636,945;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014191;Escuela Infantil;Gloria Fuertes;Público;C/ Valdés Leal, s/n;Ogíjares;18145;Ogíjares;Granada;18151;858134662;ceimunicipalgloriafuertes@gmail.com;37,112624738241635;-3,6080281650577666;445979,6636;4107539,272;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014208;Escuela Infantil;Nuestra Señora del Rosario;Público;C/ Chorrillo, s/n;Armilla;18021;Armilla;Granada;18100;958578946;18014208.edu@juntadeandalucia.es;37,1417428644872;-3,618021105102571;445112,8622;4110775,293;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014211;Escuela Infantil;Rosa López Cervantes;Público;C/ Sierra Nevada, s/n;Motril;18140;Motril;Granada;18600;958659955;eirosalopezcervantes@gmail.com;36,74188878389666;-3,5075848854456217;454684,7258;4066359,955;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014221;Centro autorizado de enseñanzas artísticas superiores de diseño;Estación Diseño. Centro Autorizado de Enseñanzas Superiores de Diseño;Privado;C/ Benjamin Franklin, 1;Armilla;18021;Armilla;Granada;18100;958138454;secretaria@estaciondiseno.es;37,1538819639641;-3,61215518128927;445642,5158;4112118,601;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014233;Escuela Infantil;Francisco Giner de los Ríos;Público;C/ Fresno, s/n;Pulianas;18165;Pulianas;Granada;18197;958999289;18014233.edu@juntadeandalucia.es;37,22704565323473;-3,605919984467846;446248,0747;4120231,717;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014245;Escuela Infantil;Fantasía Caniles;Público;C/ Campanas, 2;Caniles;18039;Caniles;Granada;18810;665207964;18014245.edu@juntadeandalucia.es;37,4365365681811;-2,7219162680305713;524600,6548;4143336,869;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014257;Centro de Educación Infantil;Lunera Tropical;Privado;C/ Madreselva, esquina c/ Limonero, s/n;Motril;18140;Motril;Granada;18600;696141134;18014257.edu@juntadeandalucia.es;36,75443080414953;-3,524376581953054;453193,2328;4067759,316;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014270;Centro Docente Privado;Atlántida Centro de Investigación y Desarrollo de Estudios Profesionales;Privado;Otros Cortijo del Conde, Parcela M01- PO2, Manzana 1;Granada;18087;Granada;Granada;;958293120;info@atlantidacidep.es;37,20474809234557;-3,6518704891204834;442154,679;4117785,112;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;S;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014282;Centro de Educación Infantil;Baúl de ilusiones Chauchina;Privado;C/ Virgen del Espino, esquina c/ Don Quijote, s/n.;Chauchina;18059;Chauchina;Granada;18330;958447538;planetacalaru@gmail.com;37,199130262429875;-3,7734068304412176;431364,6039;4117242,987;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014300;Escuela Infantil;Miliki;Público;C/ Francisco Rabal, 2;Jun;18111;Jun;Granada;18213;662666322;eimilikijun@gmail.com;37,21841235274594;-3,576984495690297;448809,1678;4119257,916;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014312;Escuela Infantil;Montevive;Público;Cmo. de la Malahá, Sector 13;Alhendín;18014;Alhendín;Granada;18620;958309962;18014312.edu@juntadeandalucia.es;37,107920338325584;-3,645584461980223;442639,3841;4107039,405;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014324;Escuela Infantil;Pasitos;Público;C/ Arzobispo Óscar Romero, 2. Caserío de Fonseca;Peligros;18153;Peligros;Granada;18210;958405053;eimunicipaldepeligros@gmail.com;37,23369455616521;-3,6377952959378214;443425,3128;4120987,91;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014336;Escuela Infantil;Gloria Fuertes;Público;C/ Buenavista, s/n;Zujaira;18158;Pinos Puente;Granada;18291;680505474;18014336.edu@juntadeandalucia.es;37,25818507388126;-3,8068900643062306;428448,9316;4123819,335;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014348;Centro de Educación Infantil;Mi Muñeco;Privado;C/ Periodista Rafael Gago Palomo, 5, locales 9-10. Resd. Brillante;Granada;18087;Granada;Granada;18014;600236315;18014348.edu@juntaandalucia.es;37,1942530929496;-3,62353200130125;444661,7306;4116603,885;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014351;Centro de Educación Infantil;La Biznaga;Privado;C/ Santa Isabel, 14;Gabia Grande;18905;Las Gabias;Granada;18110;691780028;info.labiznagacentroinfantil@gmail.com;37,1397232754961;-3,65086552721243;442194,3425;4110570,748;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014361;Centro de Educación Infantil;Burbujas;Privado;C/ Madrid, 81 - Local, L-M, Galería comercial Irene;Monachil;18134;Monachil;Granada;18193;958304951;mercemolero@yahoo.es;37,13246655578222;-3,5625890472213086;450029,7893;4109715,579;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014373;Centro autorizado de enseñanzas artísticas superiores de diseño;ESADA;Privado;C/ C/ Trinidad, nº 4;Granada;18087;Granada;Granada;18001;958292844;info@esada.es;37,179521504217;-3,6002808736892;446714,9323;4114956,263;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014385;Centro Docente Privado;Cruz Roja;Privado;C/ Cuesta  Escoriaza, 8-A;Granada;18087;Granada;Granada;;958221420;etejero@cruzroja.es;37,1689606739353;-3,58929782873928;447682,5911;4113778,548;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014397;Centro de Educación Infantil;Caracoles;Privado;C/ Don Emilio Durán Durán, 4-1ª Pta., local 1;Granada;18087;Granada;Granada;18012;958076175;ceicaracoles@gmail.com;37,1853813282095;-3,60469036344807;446327,6582;4115608,83;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014403;Centro de Educación Infantil;Colorín Colorao;Privado;C/ Alameda, Blq. II, Bajo;Atarfe;18022;Atarfe;Granada;18230;617687907;araceli@colorincolorao.com;37,2212868886824;-3,69456102165877;438379,8337;4119646,833;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014427;Escuela Infantil;El Trenecito;Público;C/ La Redonda, s/n;Algarinejo;18012;Algarinejo;Granada;18280;958989051;18014427.edu@juntadeandalucia.es;37,3266481025519;-4,15530416004765;397645,1212;4131735,278;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014439;Centro de Educación Infantil;Ruiz del Peral;Privado;C/ Ciudadana Livia, 1;Guadix;18089;Guadix;Granada;18500;958685103;18014439edu@juntadeandalucia.es;37,30148;-3,142979999999966;487328,6017;4128326,961;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014452;Centro Docente Privado;Poniente Formación;Privado;Avda. de Andalucía, 46;Loja;18122;Loja;Granada;18300;958327331;emuca@ponieteformacion.com;37,15171;-4,06704000000002;405246,4385;4112235,159;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014488;Centro Docente Privado;Centro de Formación Internacional Reina Isabel;Privado;Avda. Federico García Lorca s/n;Granada;18087;Granada;Granada;18014;958072237;info@cfireinaisabel.com;37,2079525059272;-3,61271098799512;445631,929;4118117,417;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014491;Centro Docente Privado;Medac Granada;Privado;C/ Pintor Fernando Belda, s/n;Granada;18087;Granada;Granada;18015;958050619;ignacio.reinoso@medac.es;37,18720990000001;-3,626217699999984;444418,2107;4115824,094;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014518;Centro Docente Privado;Centro de Estudios Técnicos en Sanidad;Privado;C/ Sancho Panza, 8, Bajo;Granada;18087;Granada;Granada;18008;958123936;secretaria@academiasanitaria.com;37,1629612470855;-3,58839901208762;447758,2588;4113112,488;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014521;Escuela Infantil;Casería de los Recuerdos;Público;C/ Pozuelo, s/n;Huétor de Santillán;18099;Huétor de Santillán;Granada;18183;635956202;18014521.edu@juntadeandalucia.es;37,2173085956865;-3,51684094887292;454144,5567;4119104,658;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014531;Centro de Educación Infantil;Virgen del Pilar;Privado;C/ Rodrigo de Triana, 21;Granada;18087;Granada;Granada;18011;958157182;virgendelpilar21@yahoo.es;37,205698551458596;-3,6005363905766416;446710,6512;4117860,449;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014543;Centro de Educación Infantil;Virgen Madre;Privado;C/ Cuesta Alcazaba, 2;Granada;18087;Granada;Granada;18008;958126156;18014543.edu@juntadeandalucia.es;37,163180145086;-3,584438779864828;448110,0259;4113134,598;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014555;Centro de Educación Infantil;La Casita del Niño;Privado;Avda. de la Libertad, 33;Monachil;18134;Monachil;Granada;18193;697348187;LACASITADELNINO@GMAIL.COM;37,1289622;-3,5584764000000177;450392,7981;4109324,658;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014580;Centro Docente Privado;María Nebrera;Privado;C/ Ojos del Salado, 8;Granada;18087;Granada;Granada;18008;958715532;administracion@colegiomarianebrera.es;37,1602846;-3,5754570000000285;448905,5406;4112808,496;S;N;N;N;N;N;N;N;N;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014592;Centro de Educación Infantil;Virgen del Mar;Privado;C/ Álvaro de Bazán, 20;Calahonda;18140;Motril;Granada;18730;958623209;guarderiavirgendelmar@hotmail.com;36,7012699495696;-3,41509967844726;462921,9852;4061814,382;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014609;Escuela Infantil;Nube de Colores;Público;C/ La Anea, s/n;Cádiar;18035;Cádiar;Granada;18440;958768278;18014609.edu@juntadeandalucia.es;36,9490743149892;-3,17904871966934;484058,3236;4089238,016;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014610;Escuela Infantil;El Aljibe;Público;C/ Sierra Nevada, s/n;Cúllar Vega;18057;Cúllar Vega;Granada;18195;958999288;cullarvega@megadiver.es;37,15769205572801;-3,678882874882106;439720,2563;4112581,606;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;18014622;Escuela Infantil;A.B612;Público;C/ Yeso, s/n;Alomartes;18102;Íllora;Granada;18350;674204554;18014622.edu@juntadeandalucia.es;37,262487154380956;-3,910460709488234;419269,1884;4124379,952;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
